ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.3537,14.3845,5.1938,-1.4388,8.869,3.9295,0.1648,-3.2956,-0.5159,0.3115,0.5319,-0.5506,0.0,-36.18,5.93,-1.42,102.84,-64.74,20.11,2.0,72.505,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177517,2020-09-22 19:22:40:138
-1.9991,7.9957,5.6945,-2.1174,8.8833,3.5742,0.5857,3.7617,1.4755,-0.4244,-0.2848,0.415,0.0,-37.14,3.02,-4.91,109.11,-64.94,30.64,2.0,72.505,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177617,2020-09-22 19:22:40:238
0.7868,7.5357,3.8044,-1.5802,8.8876,3.8319,0.4303,-1.9546,0.79,-0.4244,-0.2848,0.415,0.0,-37.07,5.12,-2.76,110.73,-64.94,30.64,2.0,71.89,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177717,2020-09-22 19:22:40:338
-2.2986,11.8931,2.6833,-1.5802,8.8876,3.8319,0.4303,-1.9546,0.79,0.2071,0.2081,-0.1516,0.0,-37.63,2.54,-2.88,104.45,-65.0,22.41,2.0,71.89,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177816,2020-09-22 19:22:40:437
-1.0529,7.6148,5.5388,-1.9801,8.9458,3.496,1.4168,1.0165,0.561,-0.3696,-0.0432,0.1273,0.0,-37.63,2.54,-2.88,104.45,-65.0,22.41,2.0,71.89,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,177916,2020-09-22 19:22:40:537
-0.6265,7.265,3.4283,-1.7762,8.9092,3.6934,0.254,-0.6863,1.1767,-0.0882,-0.0745,0.1823,0.0,-36.87,4.12,-2.14,112.0,-65.81,29.53,2.0,69.763,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178016,2020-09-22 19:22:40:637
-0.6409,10.3456,3.184,-1.6278,8.9651,3.626,0.6705,-1.4156,0.1299,-0.0882,-0.0745,0.1823,0.0,-37.48,4.66,-2.91,106.14,-65.3,25.68,2.0,69.763,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178117,2020-09-22 19:22:40:738
-4.7108,10.6499,3.8835,-1.6278,8.9651,3.626,0.6705,-1.4156,0.1299,0.0925,0.3291,-0.4067,0.0,-38.39,3.63,-4.24,104.32,-66.09,24.18,2.0,69.763,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178217,2020-09-22 19:22:40:838
-1.6637,7.3608,3.3517,-2.1168,8.8294,3.7056,-1.392,3.2194,-0.3339,0.0553,-0.1333,0.2197,0.0,-38.39,3.63,-4.24,104.32,-66.09,24.18,2.0,72.021,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178316,2020-09-22 19:22:40:937
-1.1008,8.4604,3.1912,-1.8459,8.9085,3.6608,0.2017,-1.779,-0.1618,0.0553,-0.1333,0.2197,0.0,-37.13,4.56,-2.06,111.11,-64.2,29.74,2.0,72.021,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178416,2020-09-22 19:22:41:037
-3.6975,10.6499,2.5635,-2.025,8.9202,3.5355,-0.3503,1.666,0.3841,0.1702,0.1425,-0.1839,0.0,-38.33,2.85,-4.57,105.79,-65.29,26.76,2.0,72.021,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178517,2020-09-22 19:22:41:138
-1.6326,7.0135,3.9146,-2.025,8.9202,3.5355,-0.3503,1.666,0.3841,-0.0889,-0.1322,0.0904,0.0,-38.21,3.19,-4.45,110.07,-65.45,29.8,2.0,72.021,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178617,2020-09-22 19:22:41:238
-1.302,9.0042,2.9852,-1.8982,8.9281,3.5855,0.5533,-1.8181,-0.3431,0.0723,0.0833,-0.0773,0.0,-38.21,3.19,-4.45,110.07,-65.45,29.8,2.0,72.01,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178717,2020-09-22 19:22:41:338
-2.7226,10.4127,3.8523,-1.9732,8.9603,3.4627,-0.6306,1.3714,0.5474,0.0723,0.0833,-0.0773,0.0,-37.97,3.98,-4.32,107.7,-65.56,27.9,2.0,72.01,12.353661,76.60802,2171.02,NaN,32.9,33.40398,85.1,20 / 42,178817,2020-09-22 19:22:41:438
-1.9752,7.7657,4.5758,-1.9732,8.9603,3.4627,-0.6306,1.3714,0.5474,-0.2512,-0.084,0.0589,0.0,-37.68,3.99,-4.29,109.49,-66.02,29.68,2.0,72.01,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,178917,2020-09-22 19:22:41:538
-2.8423,11.9913,3.5888,-1.8398,8.9268,3.6192,-0.0973,-1.2219,0.3862,0.2954,0.1188,-0.2283,0.0,-37.91,2.86,-2.57,108.81,-65.54,26.95,2.0,70.603,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179017,2020-09-22 19:22:41:638
-1.6949,5.6816,4.1973,-1.9632,8.9695,3.4446,-0.372,2.6904,-0.235,-0.2604,-0.2212,0.1674,0.0,-37.91,2.86,-2.57,108.81,-65.54,26.95,2.0,70.603,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179117,2020-09-22 19:22:41:738
0.4611,8.8149,3.941,-1.6308,8.9651,3.6246,0.1994,-3.1045,0.2087,-0.2604,-0.2212,0.1674,0.0,-37.41,3.78,-4.15,109.32,-66.15,29.68,2.0,70.603,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179217,2020-09-22 19:22:41:838
0.4611,8.8149,3.941,-1.6308,8.9651,3.6246,0.1994,-3.1045,0.2087,0.1061,0.1114,-0.1518,0.0,-37.97,2.86,-3.61,104.97,-66.09,24.22,2.0,72.879,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179317,2020-09-22 19:22:41:938
-1.3404,7.6076,3.2103,-1.8104,8.9805,3.4991,-0.1949,2.1051,-0.0218,-0.0312,-0.0728,0.0867,0.0,-37.55,3.33,-3.69,107.95,-66.31,27.36,2.0,72.879,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179417,2020-09-22 19:22:42:038
-1.3404,7.6076,3.2103,-1.6811,8.9175,3.7179,0.1938,-0.183,-0.5712,-0.0312,-0.0728,0.0867,0.0,-37.55,3.33,-3.69,107.95,-66.31,27.36,2.0,72.879,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179517,2020-09-22 19:22:42:138
-2.2459,13.9628,4.5877,-1.6811,8.9175,3.7179,0.1938,-0.183,-0.5712,0.0817,0.0603,0.2727,0.0,-36.52,4.81,-2.35,106.34,-65.41,24.33,2.0,72.063,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179617,2020-09-22 19:22:42:238
-2.2459,13.9628,4.5877,-1.7475,9.0146,3.4428,1.3086,-1.292,0.2749,-0.0806,0.0048,-0.1341,0.0,-37.18,4.11,-1.6,109.76,-66.81,26.91,2.0,72.063,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179716,2020-09-22 19:22:42:337
-2.1908,7.7034,5.6513,-1.7887,8.9442,3.6017,-1.5449,1.2905,-0.5485,-0.0126,-0.0213,0.0666,0.0,-37.4,3.89,-4.15,106.14,-65.79,26.41,2.0,72.063,12.353659,76.60811,2173.03,NaN,34.74,32.935005,85.9,21 / 42,179817,2020-09-22 19:22:42:438
-1.5344,7.8064,2.4845,-1.7168,8.9702,3.5718,0.1223,-1.3959,-0.1801,-0.0126,-0.0213,0.0666,0.0,-37.4,3.89,-4.15,106.14,-65.79,26.41,2.0,72.063,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,179916,2020-09-22 19:22:42:537
-1.8985,10.0534,3.6535,-1.7168,8.9702,3.5718,0.1223,-1.3959,-0.1801,0.2224,0.093,-0.1239,0.0,-37.43,3.66,-3.57,105.53,-66.16,25.67,2.0,70.935,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180016,2020-09-22 19:22:42:637
-3.0268,10.8415,0.9801,-1.8538,9.0567,3.2727,0.3562,1.8298,1.1992,-0.4821,-0.3337,0.2893,0.0,-37.87,3.09,-3.26,111.68,-67.45,29.53,2.0,70.935,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180116,2020-09-22 19:22:42:737
-2.919,15.575,5.8669,-1.3124,8.979,3.7183,-0.1007,-3.2358,-1.1578,-0.4821,-0.3337,0.2893,0.0,-37.99,4.75,-2.15,102.13,-66.29,19.44,2.0,70.935,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180217,2020-09-22 19:22:42:838
-4.1623,5.9619,4.3386,-1.8793,8.9163,3.6246,-0.9598,4.0203,0.6919,0.2647,0.5435,-0.4793,0.0,-37.99,4.75,-2.15,102.13,-66.29,19.44,2.0,72.334,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180316,2020-09-22 19:22:42:937
0.0323,12.2237,3.2678,-1.8793,8.9163,3.6246,-0.9598,4.0203,0.6919,0.2453,-0.1457,0.4404,0.0,-38.11,3.75,-3.64,107.19,-65.4,27.41,2.0,72.334,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180416,2020-09-22 19:22:43:037
-3.3071,8.6496,3.1313,-1.6856,9.0358,3.418,1.0031,-0.4296,-0.9224,-0.3191,0.0649,-0.125,0.0,-38.24,3.52,-2.96,107.92,-67.13,26.25,2.0,72.334,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180517,2020-09-22 19:22:43:138
-1.1008,5.2744,1.9359,-1.56,9.0331,3.4843,-1.4131,-1.7921,0.3235,-0.3191,0.0649,-0.125,0.0,-37.98,4.31,-3.3,105.89,-67.09,24.12,2.0,70.643,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180617,2020-09-22 19:22:43:238
-1.0553,15.6613,8.4134,-1.56,9.0331,3.4843,-1.4131,-1.7921,0.3235,0.0658,-0.0649,0.1909,0.0,-37.98,4.31,-3.3,105.89,-67.09,24.12,2.0,70.643,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180716,2020-09-22 19:22:43:337
-1.8889,8.5059,2.1515,-1.6177,9.1251,3.2072,1.3616,0.4136,0.8652,-0.1295,-0.2238,0.2543,0.0,-38.85,2.94,-3.36,109.42,-68.51,26.77,2.0,70.643,12.353653,76.60821,2170.09,NaN,37.15,32.662228,87.8,20 / 42,180817,2020-09-22 19:22:43:438
-0.375,4.7402,1.658,-1.175,9.0517,3.5856,-0.6094,-0.9122,-1.7381,0.3129,-0.1174,0.1771,0.0,-37.08,5.78,-1.16,101.86,-67.37,18.14,2.0,72.95,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,180917,2020-09-22 19:22:43:538
-0.9523,14.2335,7.7809,-1.3007,9.1907,3.1639,2.8926,1.7052,1.17,0.3129,-0.1174,0.1771,0.0,-38.46,3.5,-2.18,106.17,-69.58,22.35,2.0,72.95,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181017,2020-09-22 19:22:43:638
-1.6015,8.1274,4.3674,-1.3007,9.1907,3.1639,2.8926,1.7052,1.17,-0.4498,-0.0788,0.3491,0.0,-38.46,3.5,-2.18,106.17,-69.58,22.35,2.0,72.95,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181116,2020-09-22 19:22:43:737
0.6311,8.5562,1.9383,-0.9886,9.1818,3.2996,0.6234,-1.7207,1.2302,-0.0948,0.0241,-0.1257,0.0,-38.57,5.05,-1.53,100.35,-69.44,16.68,2.0,72.95,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181216,2020-09-22 19:22:43:837
-1.2709,10.1085,3.4187,-1.0711,9.1717,3.3019,0.6349,0.6407,0.0325,-0.0948,0.0241,-0.1257,0.0,-38.45,3.84,-1.95,101.94,-69.27,17.97,2.0,67.703,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181316,2020-09-22 19:22:43:937
-0.9858,9.0329,3.6271,-1.0711,9.1717,3.3019,0.6349,0.6407,0.0325,-0.0074,0.051,0.0334,0.0,-37.97,4.97,-2.16,101.41,-69.27,17.97,2.0,67.703,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181417,2020-09-22 19:22:44:038
-0.6864,9.1814,3.5074,-1.0985,9.1387,3.3835,0.5155,0.1736,-0.3363,0.1697,-0.1043,0.0251,0.0,-37.97,4.97,-2.16,101.41,-69.27,17.97,2.0,67.703,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181517,2020-09-22 19:22:44:138
-2.689,9.6581,2.8654,-1.1516,9.1367,3.3711,0.2614,1.1917,-0.506,-0.1131,0.1229,-0.0633,0.0,-38.3,4.51,-1.95,101.3,-68.73,17.99,2.0,70.65,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181617,2020-09-22 19:22:44:238
-2.2818,9.3276,1.1239,-1.2526,9.1252,3.3664,-1.1998,-0.7295,-0.0483,-0.1131,0.1229,-0.0633,0.0,-38.53,4.73,-3.36,100.89,-68.7,18.86,2.0,70.65,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181716,2020-09-22 19:22:44:337
-1.8099,8.1298,3.2271,-1.2526,9.1252,3.3664,-1.1998,-0.7295,-0.0483,-0.154,0.0961,-0.0169,0.0,-38.56,4.4,-3.24,102.85,-68.51,20.41,2.0,70.65,12.353657,76.60831,2169.16,NaN,38.34,32.048534,88.4,20 / 42,181816,2020-09-22 19:22:44:437
-2.3584,13.9748,3.0498,-1.275,9.1414,3.3135,-0.6058,-1.1663,0.2173,0.3767,-0.0223,0.1034,0.0,-38.56,4.4,-3.24,102.85,-68.51,20.41,2.0,71.34,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,181917,2020-09-22 19:22:44:538
0.1664,12.5399,5.2273,-1.173,9.0488,3.5937,-1.4935,1.2778,-3.1961,0.3767,-0.0223,0.1034,0.0,-38.53,4.95,-3.13,102.98,-68.77,21.05,2.0,71.34,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182017,2020-09-22 19:22:44:638
-1.2206,6.417,1.0496,-1.1236,9.2059,3.1874,0.5522,2.5457,0.1156,0.6411,0.0542,0.0897,0.0,-38.02,4.52,-1.58,101.08,-67.33,18.08,2.0,71.34,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182117,2020-09-22 19:22:44:738
1.024,8.4819,6.8802,-1.1236,9.2059,3.1874,0.5522,2.5457,0.1156,-0.5903,-0.0171,0.1792,0.0,-37.55,5.32,-2.47,102.91,-69.84,19.42,2.0,71.851,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182217,2020-09-22 19:22:44:838
-0.8229,7.9022,5.4645,-1.0221,9.249,3.0954,0.6527,-0.6195,3.2661,-0.7187,0.0971,0.1964,0.0,-37.55,5.32,-2.47,102.91,-69.84,19.42,2.0,71.851,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182316,2020-09-22 19:22:44:937
-2.6579,9.2198,2.2066,-1.1266,9.1778,3.2664,0.2489,0.8507,3.5823,-0.7187,0.0971,0.1964,0.0,-38.55,4.51,-3.24,100.71,-70.59,18.27,2.0,71.851,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182417,2020-09-22 19:22:45:038
0.3868,8.664,5.9005,-1.1266,9.1778,3.2664,0.2489,0.8507,3.5823,-0.1694,-0.0693,0.1024,0.0,-38.89,5.27,-3.18,101.19,-69.37,19.03,2.0,71.851,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182517,2020-09-22 19:22:45:138
-0.993,10.3696,4.214,-1.0708,9.1592,3.3365,0.0635,-0.0151,0.8915,0.0142,-0.0724,0.1505,0.0,-39.03,6.05,-3.21,99.43,-69.06,17.79,2.0,72.408,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182618,2020-09-22 19:22:45:239
-1.6853,7.8759,1.0951,-0.9131,9.2061,3.2534,-0.3204,0.9833,1.2869,-0.4555,0.0335,0.0493,0.0,-39.03,6.05,-3.21,99.43,-69.06,17.79,2.0,72.408,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182716,2020-09-22 19:22:45:337
-1.0792,8.5322,5.0932,-0.9458,9.135,3.4392,-0.2103,-1.7671,0.838,-0.4555,0.0335,0.0493,0.0,-38.82,6.28,-3.19,97.59,-69.84,15.68,2.0,72.408,12.353652,76.60841,2169.41,NaN,40.18,32.048534,87.6,21 / 42,182816,2020-09-22 19:22:45:437
-1.1751,7.3992,3.5577,-0.9458,9.135,3.4392,-0.2103,-1.7671,0.838,-0.0027,0.0527,-0.0761,0.0,-38.63,6.17,-3.28,97.06,-68.67,15.38,2.0,70.238,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,182916,2020-09-22 19:22:45:537
-0.3798,8.997,2.6258,-1.0216,9.2043,3.226,-0.0839,-0.6323,1.3922,-0.0205,-0.0304,0.0981,0.0,-38.6,5.51,-2.81,99.39,-69.81,17.57,2.0,70.238,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183017,2020-09-22 19:22:45:638
-0.3798,8.997,2.6258,-1.0362,9.116,3.4635,0.4973,0.2231,-1.1132,-0.0205,-0.0304,0.0981,0.0,-38.6,5.51,-2.81,99.39,-69.81,17.57,2.0,70.238,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183116,2020-09-22 19:22:45:737
-1.7476,10.7625,3.8859,-1.0353,9.1427,3.3927,0.4973,0.2231,-1.1132,-0.0222,-0.0184,0.0881,0.0,-38.86,5.61,-3.53,96.84,-68.37,16.66,2.0,69.722,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183216,2020-09-22 19:22:45:837
-1.7476,10.7625,3.8859,-1.0353,9.1427,3.3927,0.4857,-0.9012,0.1434,0.1041,-0.0196,-0.0185,0.0,-38.82,5.05,-2.94,99.12,-68.8,16.97,2.0,69.722,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183317,2020-09-22 19:22:45:938
-1.2685,9.0497,3.5625,-1.0756,9.1065,3.4764,-0.1465,0.8534,-0.387,-0.0373,0.0096,0.05,0.0,-38.88,5.39,-3.41,99.21,-68.22,17.19,2.0,69.722,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183417,2020-09-22 19:22:46:038
-0.811,8.6903,3.9649,-1.0497,9.1292,3.4244,-0.0149,-0.7337,0.0211,-0.0373,0.0096,0.05,0.0,-38.88,5.39,-3.41,99.21,-68.22,17.19,2.0,65.097,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183516,2020-09-22 19:22:46:137
-1.417,8.6496,3.7924,-1.0497,9.1292,3.4244,-0.0149,-0.7337,0.0211,0.0641,-0.0159,0.0147,0.0,-39.3,5.25,-2.76,99.14,-68.58,17.04,2.0,65.097,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183617,2020-09-22 19:22:46:238
-0.7055,9.5048,3.0858,-1.0646,9.1309,3.4152,-0.4066,0.0558,-0.0872,0.0656,-0.0663,0.0385,0.0,-38.77,5.72,-2.95,98.87,-68.61,17.31,2.0,65.097,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183717,2020-09-22 19:22:46:338
-1.647,10.3145,3.1504,-1.0491,9.1486,3.3722,0.2164,0.0746,-0.1775,0.0656,-0.0663,0.0385,0.0,-39.12,5.04,-2.74,99.43,-68.89,17.28,2.0,65.097,12.353652,76.60853,2166.98,NaN,42.12,32.048534,86.5,19 / 42,183817,2020-09-22 19:22:46:438
-0.8421,9.0066,4.1733,-1.0243,9.1346,3.4176,-0.1965,0.7806,-0.2375,0.062,-0.0143,0.0535,0.0,-39.12,5.04,-2.74,99.43,-68.89,17.28,2.0,69.374,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,183917,2020-09-22 19:22:46:538
-1.2589,8.2735,4.8608,-1.0243,9.1346,3.4176,-0.1965,0.7806,-0.2375,-0.1117,0.0736,0.0062,0.0,-38.69,5.61,-2.82,98.29,-68.67,16.68,2.0,69.374,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184017,2020-09-22 19:22:46:638
-1.0313,8.1753,1.7131,-1.0335,9.1555,3.3584,-0.353,-0.7875,1.1911,-0.1351,0.0209,0.1092,0.0,-39.08,5.38,-3.09,99.29,-69.0,17.11,2.0,69.374,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184117,2020-09-22 19:22:46:738
-2.5453,6.7236,3.9841,-1.0425,9.0898,3.5296,0.6585,-1.2496,-0.3225,-0.1351,0.0209,0.1092,0.0,-38.67,6.28,-1.91,99.29,-67.96,16.45,2.0,71.808,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184217,2020-09-22 19:22:46:838
-1.8865,9.9408,1.4209,-1.0425,9.0898,3.5296,0.6585,-1.2496,-0.3225,0.2175,-0.1215,0.2351,0.0,-38.67,6.28,-1.91,99.29,-67.96,16.45,2.0,71.808,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184317,2020-09-22 19:22:46:938
-0.8541,10.554,5.1435,-0.8718,9.1641,3.3809,0.0641,1.1213,0.2195,0.17,0.1075,-0.2222,0.0,-39.19,5.59,-2.41,97.67,-69.14,14.46,2.0,71.808,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184416,2020-09-22 19:22:47:037
0.7845,8.4316,2.8702,-0.7769,9.2395,3.1934,-0.6684,1.7553,1.4484,-0.4657,-0.0738,-0.0058,0.0,-38.94,6.49,-2.17,97.2,-70.42,13.67,2.0,72.392,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184517,2020-09-22 19:22:47:138
-0.8205,7.6699,4.9016,-0.8578,9.1459,3.4333,0.5315,0.4063,1.7204,-0.4657,-0.0738,-0.0058,0.0,-38.26,6.08,-2.9,95.64,-68.85,14.03,2.0,72.392,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184617,2020-09-22 19:22:47:238
0.4778,8.5562,3.2511,-0.8578,9.1459,3.4333,0.5315,0.4063,1.7204,-0.0919,-0.0025,0.1209,0.0,-38.26,6.08,-2.9,95.64,-68.85,14.03,2.0,72.392,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184717,2020-09-22 19:22:47:338
-1.0433,12.5112,3.826,-0.9413,9.185,3.3045,1.1219,-0.8837,0.7967,0.0527,0.0713,-0.1483,0.0,-39.65,5.69,-3.03,97.91,-69.49,15.9,2.0,71.908,12.353651,76.60864,2168.84,NaN,43.31,32.048534,87.4,18 / 42,184816,2020-09-22 19:22:47:437
-1.5512,7.3632,3.9481,-1.0602,9.0277,3.6807,-1.8393,0.7814,-2.3655,0.0527,0.0713,-0.1483,0.0,-39.25,5.81,-3.0,97.35,-67.01,16.07,2.0,71.908,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,184917,2020-09-22 19:22:47:538
-1.8051,12.1111,3.0187,-1.0602,9.0277,3.6807,-1.8393,0.7814,-2.3655,0.7763,-0.168,0.0353,0.0,-39.51,5.13,-2.55,98.09,-67.01,16.07,2.0,71.908,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185017,2020-09-22 19:22:47:638
-0.4995,8.5346,6.7653,-1.0304,9.1916,3.2593,0.7174,2.4053,-0.457,-0.368,0.0748,-0.0084,0.0,-39.51,5.13,-2.55,98.09,-67.01,16.07,2.0,71.908,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185117,2020-09-22 19:22:47:738
-0.5091,5.5115,1.0783,-0.8604,9.1018,3.5478,-0.0098,-2.7148,0.4304,-0.0044,-0.019,0.0277,0.0,-39.15,5.6,-3.44,99.31,-69.6,17.54,2.0,74.684,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185217,2020-09-22 19:22:47:838
-0.3319,11.7446,5.3998,-0.9932,9.1486,3.3892,0.8533,0.9338,0.9117,-0.0044,-0.019,0.0277,0.0,-39.78,5.34,-2.7,96.03,-68.14,13.63,2.0,74.684,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185316,2020-09-22 19:22:47:937
-0.0683,11.0859,2.8271,-0.9932,9.1486,3.3892,0.8533,0.9338,0.9117,-0.3562,0.0736,-0.0098,0.0,-39.56,5.58,-2.91,98.19,-68.89,16.33,2.0,74.684,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185417,2020-09-22 19:22:48:038
-1.7045,9.3659,3.2271,-1.0317,9.1482,3.3789,-0.3959,-0.1678,1.8375,-0.1386,1.0E-4,-0.1644,0.0,-39.56,5.58,-2.91,98.19,-68.89,16.33,2.0,69.829,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185517,2020-09-22 19:22:48:138
-0.3726,6.9967,4.1661,-0.9946,9.1113,3.4878,-0.5528,0.3957,0.1091,-0.1386,1.0E-4,-0.1644,0.0,-38.12,5.63,-2.19,99.84,-68.88,16.98,2.0,69.829,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185617,2020-09-22 19:22:48:238
-1.3164,7.6651,2.4941,-0.9946,9.1113,3.4878,-0.5528,0.3957,0.1091,0.0699,-0.0719,0.1473,0.0,-38.71,5.94,-1.33,100.24,-68.29,15.92,2.0,69.829,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185716,2020-09-22 19:22:48:337
-0.7559,11.7207,4.6979,-0.954,9.1037,3.5191,0.5911,-1.0515,-0.5777,0.1864,0.069,-0.0216,0.0,-38.75,5.27,-1.55,98.67,-68.17,15.17,2.0,68.61,12.353659,76.60875,2168.91,NaN,44.68,32.048534,88.3,23 / 42,185817,2020-09-22 19:22:48:438
-2.2027,9.8881,3.7469,-1.0599,9.2333,3.1295,0.5176,1.4605,1.1395,-0.6863,-0.0057,0.0477,0.0,-38.75,5.27,-1.55,98.67,-68.17,15.17,2.0,68.61,12.353658,76.60887,2170.38,NaN,44.71,32.048534,89.5,19 / 42,185916,2020-09-22 19:22:48:537
